id	name	group	subgroup	cat	value	country
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.017671	SWE
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0099277	SWE
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0018182	SWE
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0113279	SWE
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0176362	SWE
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0059547	SWE
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0010987	ZAF
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0068496	ZAF
skills_Social_2	Programming	Skills	2	skills_Tech	0.0014395	ZAF
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0033982	ZAF
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0027111	ZAF
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	-0.0057103	ZAF
know_com_1	Law and Government	Knowledge	2	know_law	0.0015729	ZAF
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0069273	ZAF
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0103321	ZAF
know_eng_4	Design	Knowledge	2	know_eng	-0.0121329	ZAF
know_math_4	Chemistry	Knowledge	2	know_math	-0.0052239	ZAF
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0015579	ZAF
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0095866	ZAF
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.001076	ZAF
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	-0.0020297	ZAF
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0041411	ZAF
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0079203	ZAF
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0036565	ZAF
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0049362	ZAF
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0034713	ZAF
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0026469	ZAF
know_math_5	Biology	Knowledge	2	know_math	0.0024108	ZAF
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0045351	ZAF
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0018713	ZAF
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0090072	ZAF
know_math_3	Physics	Knowledge	2	know_math	-0.0057617	ZAF
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0028673	ZAF
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0042205	ZAF
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0027969	ZAF
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0074067	ZAF
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0074677	ZAF
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0019148	ZAF
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0062305	ZAF
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0065747	ZAF
know_math_6	Psychology	Knowledge	2	know_math	0.0056351	ZAF
know_math_2	Mathematics	Knowledge	2	know_math	-0.0015865	ZAF
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0061051	ZAF
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	-0.0002034	ZAF
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0005598	ZAF
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0090472	ZAF
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0084371	ZAF
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.008251	ZAF
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0066338	ZAF
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0077983	ZAF
ab_endur	Endurance	Abilities	1	ab_endur	-0.0038016	ZAF
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0045449	ZAF
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0044553	ZAF
know_bis_2	Clerical	Knowledge	2	know_bis	0.0000868	ZAF
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.006052	ZAF
know_health_1	Geography	Knowledge	2	know_math	0.0028374	ZAF
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0055414	ZAF
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0042615	ZAF
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0172637	ZAF
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0038497	ZAF
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0028805	ZAF
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0050779	ZAF
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	-0.0013104	ZAF
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0012633	ZAF
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0058339	ZAF
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.005305	ZAF
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0079963	ZAF
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.005577	ZAF
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0039343	ZAF
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0063537	ZAF
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0042745	ZAF
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0099325	ZAF
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0024993	ZAF
know_com_2	Telecommunications	Knowledge	2	know_com	-0.0002823	ZAF
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0051749	ZAF
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0012177	ZAF
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.001919	ZAF
ab_attent	Attentiveness	Abilities	1	ab_attent	-0.0026359	ZAF
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.007948	ZAF
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0214701	ZAF
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0048475	ZAF
know_trans	Transportation	Knowledge	1	know_trans	-0.0066715	ZAF
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0053842	ZAF
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0018519	ZAF
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0108794	ZAF
