id	name	group	subgroup	cat	value	country
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0163534	LUX
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0056659	LUX
know_com_2	Telecommunications	Knowledge	2	know_com	0.0023474	LUX
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0269661	LUX
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0132683	LUX
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0038221	LVA
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0195981	LVA
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0115764	LVA
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0094068	LVA
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0004199	LVA
know_bis_2	Clerical	Knowledge	2	know_bis	0.0216194	LVA
know_trans_1	Communications and Media	Knowledge	2	know_com	0.011477	LVA
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0093065	LVA
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0187508	LVA
know_trans	Transportation	Knowledge	1	know_trans	-0.0037798	LVA
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0068244	LVA
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0108926	LVA
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0166295	LVA
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0136375	LVA
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0140261	LVA
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0058079	LVA
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0157079	LVA
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0151917	LVA
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0070751	LVA
know_math_3	Physics	Knowledge	2	know_math	0.0075025	LVA
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0049179	LVA
know_com_2	Telecommunications	Knowledge	2	know_com	0.0103828	LVA
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0023498	LVA
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0092564	LVA
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0092556	LVA
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.004854	LVA
know_com_1	Law and Government	Knowledge	2	know_law	0.0076374	LVA
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0197217	LVA
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0066008	LVA
ab_endur	Endurance	Abilities	1	ab_endur	-0.0143269	LVA
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0136847	LVA
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0106649	LVA
skills_Social_1	Installation	Skills	2	skills_Tech	0.0039824	LVA
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.010843	LVA
know_math_6	Psychology	Knowledge	2	know_math	0.0118615	LVA
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0052907	LVA
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0145378	LVA
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.009871	LVA
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0091259	LVA
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0079834	LVA
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0014691	LVA
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0110474	LVA
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0056191	LVA
know_math_2	Mathematics	Knowledge	2	know_math	0.0141264	LVA
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0061287	LVA
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0133174	LVA
skills_Social_2	Programming	Skills	2	skills_Tech	0.0069344	LVA
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0110473	LVA
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0010425	LVA
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0064353	LVA
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0023156	LVA
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0136449	LVA
know_math_4	Chemistry	Knowledge	2	know_math	-0.0017848	LVA
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0133815	LVA
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0173637	LVA
know_math_5	Biology	Knowledge	2	know_math	0.0016489	LVA
know_health_1	Geography	Knowledge	2	know_math	0.0047246	LVA
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.025263	LVA
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0157808	LVA
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0135051	LVA
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0286751	LVA
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0101319	LVA
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0040154	LVA
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0029213	LVA
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0030926	LVA
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0131775	LVA
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0070928	LVA
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0184738	LVA
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0104373	LVA
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0032892	LVA
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0046654	LVA
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0163631	LVA
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0040696	LVA
know_eng_4	Design	Knowledge	2	know_eng	0.0089501	LVA
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0064886	LVA
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0029798	LVA
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0140375	LVA
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0022521	LVA
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0211727	LVA
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0057758	NLD
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.004663	NLD
ab_attent	Attentiveness	Abilities	1	ab_attent	0.002368	NLD
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0129023	NLD
know_math_2	Mathematics	Knowledge	2	know_math	0.0129921	NLD
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0091091	NLD
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0079934	NLD
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0224954	NLD
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.012796	NLD
skills_Social_2	Programming	Skills	2	skills_Tech	0.008078	NLD
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0121244	NLD
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0239921	NLD
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0249658	NLD
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0186529	NLD
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0010081	NLD
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0172481	NLD
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0067569	NLD
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0197419	NLD
know_com_2	Telecommunications	Knowledge	2	know_com	0.0051112	NLD
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0020733	NLD
skills_Social_1	Installation	Skills	2	skills_Tech	-0.002931	NLD
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0129856	NLD
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0154385	NLD
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0194204	NLD
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.016779	NLD
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.007952	NLD
know_trans	Transportation	Knowledge	1	know_trans	-0.0089096	NLD
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0047651	NLD
know_bis_2	Clerical	Knowledge	2	know_bis	0.0060737	NLD
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0121744	NLD
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0207385	NLD
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0223115	NLD
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0007298	NLD
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0230668	NLD
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0246615	NLD
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0070229	NLD
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0127631	NLD
ab_endur	Endurance	Abilities	1	ab_endur	-0.0097666	NLD
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0224925	NLD
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0217267	NLD
know_eng_4	Design	Knowledge	2	know_eng	0.0078814	NLD
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0242747	NLD
know_com_1	Law and Government	Knowledge	2	know_law	0.0159249	NLD
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0221294	NLD
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0102893	NLD
know_math_4	Chemistry	Knowledge	2	know_math	0.0087877	NLD
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0261709	NLD
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0208696	NLD
know_health_1	Geography	Knowledge	2	know_math	0.0080983	NLD
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0091665	NLD
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0130801	NLD
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0184806	NLD
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0215871	NLD
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0140978	NLD
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0195469	NLD
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0142088	NLD
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0116135	NLD
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0162442	NLD
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0072925	NLD
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0258345	NLD
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0136291	NLD
know_math_5	Biology	Knowledge	2	know_math	0.0190462	NLD
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0055911	NLD
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0024999	NLD
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0103718	NLD
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0158195	NLD
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0102163	NLD
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0236011	NLD
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0186396	NLD
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0158849	NLD
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0213156	NLD
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0086721	NLD
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0068689	NLD
know_math_6	Psychology	Knowledge	2	know_math	0.03049	NLD
know_math_3	Physics	Knowledge	2	know_math	0.0058436	NLD
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.025422	NLD
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0246239	NLD
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0208568	NLD
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0188568	NLD
know_math_3	Physics	Knowledge	2	know_math	0.0014237	NOR
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0066887	NOR
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0033511	NOR
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0095205	NOR
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0019301	NOR
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0095238	NOR
know_math_2	Mathematics	Knowledge	2	know_math	0.0111249	NOR
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0075019	NOR
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0016612	NOR
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0059788	NOR
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0064752	NOR
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0004912	NOR
know_math_6	Psychology	Knowledge	2	know_math	-0.0016273	NOR
know_math_5	Biology	Knowledge	2	know_math	-0.0098844	NOR
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0043183	NOR
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	-0.0003946	NOR
know_com_2	Telecommunications	Knowledge	2	know_com	0.0039672	NOR
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0097485	NOR
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0101131	NOR
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0058207	NOR
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	-0.0074279	NOR
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0068027	NOR
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0044087	NOR
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0031333	NOR
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0043747	NOR
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0054071	NOR
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	-0.0035378	NOR
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	-0.0003273	NOR
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0012406	NOR
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0076672	NOR
know_math_4	Chemistry	Knowledge	2	know_math	-0.0037465	NOR
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0092019	NOR
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0063121	NOR
know_com_1	Law and Government	Knowledge	2	know_law	0.0113201	NOR
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0046059	NOR
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0030746	NOR
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	-0.0019687	NOR
know_trans	Transportation	Knowledge	1	know_trans	-0.0089155	NOR
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0051224	NOR
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0023167	NOR
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0148471	NOR
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0001797	NOR
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0120261	NOR
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0148369	NOR
ab_endur	Endurance	Abilities	1	ab_endur	-0.0089621	NOR
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0020986	NOR
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0024936	NOR
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0148303	NOR
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0150353	NOR
know_bis_2	Clerical	Knowledge	2	know_bis	0.00976	NOR
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.023855	NOR
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0116751	NOR
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0098605	NOR
know_eng_4	Design	Knowledge	2	know_eng	0.0079571	NOR
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.001389	NOR
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0142531	NOR
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0063275	NOR
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0072951	NOR
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0042476	NOR
skills_Social_1	Installation	Skills	2	skills_Tech	0.0011144	NOR
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0093774	NOR
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0025268	NOR
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0048551	NOR
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0103741	NOR
know_health_1	Geography	Knowledge	2	know_math	0.0041637	NOR
skills_Social_2	Programming	Skills	2	skills_Tech	0.0103392	NOR
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0029268	NOR
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0086873	NOR
ab_attent	Attentiveness	Abilities	1	ab_attent	-0.0033033	NOR
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0062053	NOR
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0112797	NOR
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0071358	NOR
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	-0.0029785	NOR
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0036806	NOR
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0045012	NOR
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0049879	NOR
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0161965	NOR
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0122117	NOR
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0070496	NOR
ab_visual	Visual Abilities	Abilities	1	ab_visual	0.0003814	POL
know_eng_1	Food Production	Knowledge	2	know_manu	0.0097591	POL
know_math_2	Mathematics	Knowledge	2	know_math	0.0113725	POL
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0082924	POL
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0048139	POL
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0043361	POL
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0122552	POL
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0104105	POL
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0132811	POL
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0015464	POL
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	0.0010175	POL
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	-0.0043264	POL
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0148573	POL
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0079647	POL
know_health_1	Geography	Knowledge	2	know_math	0.0164183	POL
know_com_2	Telecommunications	Knowledge	2	know_com	0.008906	POL
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0046713	POL
know_trans	Transportation	Knowledge	1	know_trans	-0.0046339	POL
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0085645	POL
ab_attent	Attentiveness	Abilities	1	ab_attent	0.004852	POL
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0056593	POL
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0001678	POL
know_math_3	Physics	Knowledge	2	know_math	0.0075179	POL
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0033268	POL
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0060376	POL
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	0.0010008	POL
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0079832	POL
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0083281	POL
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.007444	POL
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0189952	POL
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.015194	POL
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0100744	POL
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0100028	POL
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	0.0058849	POL
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0036778	POL
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0128998	POL
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0101529	POL
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0003386	POL
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0113141	POL
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0292866	POL
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0077288	POL
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0165547	POL
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	0.0002469	POL
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0084158	POL
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0128397	POL
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0026188	POL
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0174013	POL
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0147206	POL
ab_endur	Endurance	Abilities	1	ab_endur	-0.0100712	POL
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0074877	POL
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0130007	POL
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0107227	POL
know_math_4	Chemistry	Knowledge	2	know_math	0.0079203	POL
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	0.0028008	POL
know_com_1	Law and Government	Knowledge	2	know_law	0.0062276	POL
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	-0.0028204	POL
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0174445	POL
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0180008	POL
know_eng_4	Design	Knowledge	2	know_eng	0.0155955	POL
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.013457	POL
skills_Social_2	Programming	Skills	2	skills_Tech	0.0118069	POL
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0173374	POL
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0151206	POL
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	0.0015292	POL
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.002886	POL
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.00023	POL
know_math_6	Psychology	Knowledge	2	know_math	0.0147102	POL
know_math_5	Biology	Knowledge	2	know_math	0.0053735	POL
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.006744	POL
know_bis_2	Clerical	Knowledge	2	know_bis	0.0014701	POL
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0015792	POL
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0147896	POL
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0072657	POL
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0205819	POL
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0196817	POL
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0082932	POL
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0152399	POL
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0088004	POL
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	0.0009622	POL
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	-0.0001626	PRT
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.013647	PRT
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	-0.0046455	PRT
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0050044	PRT
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0175908	PRT
skills_Social_2	Programming	Skills	2	skills_Tech	0.0023597	PRT
ab_visual	Visual Abilities	Abilities	1	ab_visual	0.0044468	PRT
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	0.0046924	PRT
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0102656	PRT
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0062095	PRT
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0035175	PRT
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0087078	PRT
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0002375	PRT
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0146289	PRT
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0204902	PRT
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	-0.0017212	PRT
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0133808	PRT
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	-0.0001142	PRT
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	-0.0013282	PRT
know_com_2	Telecommunications	Knowledge	2	know_com	0.0045846	PRT
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0090735	PRT
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0054452	PRT
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0049106	PRT
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	-0.0071571	PRT
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0096547	PRT
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	0.0047148	PRT
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0093254	PRT
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0030601	PRT
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.006064	PRT
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0087107	PRT
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0101486	PRT
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0035698	PRT
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	0.0019377	PRT
know_math_3	Physics	Knowledge	2	know_math	-0.000733	PRT
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0129249	PRT
